Vdc,Vdc_pp,PF,Pin,Pout,ILavg_RMSE,Tracking_pct,Iref_rms,IL_rms,THD40_pct,Current_phase_deg,SwitchRipple_pp_median,Analysis_start,Analysis_end,Pass
399.993009658866,16.1735431795871,0.999125096456981,2088.63839221292,2000.33234716644,0.279951055527788,2.96228431592276,9.45061154800512,9.50599978068046,3.296310806254,0.339303111343057,0.886465197429771,1.8,2,1
